Open,High,Low,Close,Adj Close,Volume
115.31,116.78,114.8,115.73,111.73,11360600
114.19,114.19,110.98,111.28,107.44,20758300
110.81,112.38,110.81,111.17,107.33,14469400
110.48,110.97,108.64,109.73,105.94,13973800
110.73,111.83,109.9,110.74,106.91,11289400
109.33,110.96,109.02,110.75,106.92,14351000
110.8,111.26,109.96,110.55,106.73,11710500
111.24,111.36,109.22,109.91,106.11,18107000
109.31,111.86,109.24,110.89,107.06,13200000
110.62,111.7,110.17,111.4,107.55,10339900
110.05,113.37,109.95,112.81,108.91,13006700
111.99,113.84,111.87,113.81,109.88,14347400
112.81,113.17,111.17,111.61,107.75,11525300
111.23,112.42,109.07,109.98,106.18,13509800
110.87,112.23,109.03,109.13,105.36,12961200
109.56,111.04,107.15,107.78,104.06,15795700
105.34,107.86,103.72,106.54,102.86,20745600
106.35,109.01,104.96,106.94,103.25,18263500
102.82,104.2,100.22,101.62,98.11,25733800
99.11,101.68,98.02,101.03,97.54,27465200
100.6,101.61,99.14,99.84,96.39,43199500
99.63,102.48,99.5,102.45,98.91,32042100
104.17,107.28,104.13,107.04,103.34,31592300
106.8,107.18,104.56,104.59,100.98,14952700
105.36,106.34,102.44,103.41,99.84,14385900
101.47,103.85,100.91,103.53,99.95,13401600
104.74,106.48,103.91,105.8,102.14,14805900
105.44,107.65,105.19,107.12,103.42,11047600
108.06,109.16,107.49,108.96,105.2,14219100
109.55,109.57,108.52,109.49,105.71,11578200
109.68,110.17,109.05,109.66,105.87,14418000
113.39,116.85,113.12,116.13,112.12,28087700
116.26,116.7,114.17,115.02,111.05,16365500
115.35,117.0,114.31,116.99,112.95,16479500
116.86,117.18,114.77,115.05,111.08,15778000
114.78,116.18,114.17,114.54,110.58,13006600
114.96,116.2,114.38,115.35,111.37,11758500
116.16,116.59,114.93,115.23,111.25,10919000
114.6,115.89,114.13,115.77,111.77,12399700
115.9,116.66,115.12,116.05,112.04,11530800
115.49,116.51,114.42,114.7,110.74,13260400
114.39,117.21,114.3,116.94,112.9,17436100
116.08,116.9,115.77,116.57,112.54,10682600
115.13,115.68,113.23,115.64,111.65,17038700
